Tension,Alpha,Beta,Wv,Cv,Ytp1,V,Initial_heel_angle
130,35,-35,-5.144,0,1.75,-2.058,11.938
130,35,-35,5.144,-2.058,1.75,0,7.662
130,35,-35,10.288,0.514,0.6,2.058,7.551
130,35,-35,18.004,-1.543,-0.65,-0.514,9.878
130,35,-35,20.576,1.543,1.75,1.543,14.139
130,35,-25,-18.004,-0.514,1.75,-1.029,4.134
130,35,-25,-15.432,2.058,0.6,1.029,3.234
130,35,-25,-5.144,0,-0.65,-1.543,5.29
130,35,-25,5.144,-1.543,1.75,0.514,5.409
130,35,-25,10.288,1.029,1.75,-2.058,14.62
130,35,-25,18.004,-1.029,0.6,0,9.265
130,35,-25,20.576,1.543,0.6,2.058,9.94
130,35,-15,-18.004,0,1.75,-0.514,1.877
130,35,-15,-10.288,-2.058,1.75,1.543,-3.036
130,35,-15,-5.144,0.514,0.6,-1.029,4.84
130,35,-15,5.144,-1.543,0.6,1.029,0.567
130,35,-15,10.288,1.543,1.75,-1.543,12.293
130,35,-15,18.004,-0.514,1.75,0.514,8.467
130,35,-5,-18.004,0,0.6,0,-1.919
130,35,-5,-10.288,-2.058,-0.65,2.058,-10.678
130,35,-5,-5.144,1.029,1.75,-0.514,4.22
130,35,-5,5.144,-1.029,1.75,1.543,-0.021
130,35,-5,10.288,1.543,0.6,-1.029,6.752
130,35,-5,18.004,-0.514,-0.65,1.029,2.23
130,38,-85,-20.576,1.029,1.75,-1.543,14.653
130,38,-85,-15.432,-1.029,0.6,0.514,10.775
130,38,-85,0,0,1.75,0,15.57
130,38,-85,10.288,-2.058,1.75,2.058,6.823
130,38,-85,20.576,-1.543,0.6,1.543,14.336
130,38,-75,-20.576,1.543,1.75,-1.029,14.106
130,38,-75,-15.432,-0.514,1.75,1.029,10.494
130,38,-75,0,0,0.6,0.514,14.713
130,38,-75,20.576,-1.029,1.75,2.058,14.092
130,38,-65,-20.576,1.543,0.6,-0.514,11.753
130,38,-65,-15.432,-0.514,-0.65,1.543,8.318
130,38,-65,-5.144,-2.058,1.75,-1.029,13.771
130,38,-65,0,0.514,1.75,1.029,14.406
130,38,-65,10.288,-1.543,0.6,-1.543,16.311
130,38,-65,15.432,1.029,-0.65,0.514,17.805
130,38,-55,-20.576,2.058,1.75,0,10.864
130,38,-55,-15.432,0,0.6,2.058,7.06
130,38,-55,-5.144,-2.058,-0.65,-0.514,9.789
130,38,-55,0,1.029,1.75,1.543,13.544
130,38,-55,10.288,-1.029,1.75,-1.029,15.369
130,38,-55,15.432,1.543,0.6,1.029,15.976
130,38,-45,-18.004,-2.058,1.75,0.514,4.36
130,38,-45,-15.432,0.514,1.75,-2.058,13.7
130,38,-45,-5.144,-1.543,0.6,0,8.966
130,38,-45,0,1.029,0.6,2.058,9.976
130,38,-45,10.288,-0.514,1.75,-0.514,13.675
130,38,-45,15.432,2.058,1.75,1.543,14.758
130,38,-45,20.576,0,0.6,-1.029,18.027
130,38,-35,-18.004,-2.058,0.6,1.029,-0.996
130,38,-35,-15.432,1.029,1.75,-1.543,11.206
130,38,-35,-5.144,-1.029,1.75,0.514,8.171
130,38,-35,0,1.543,0.6,-2.058,15.616
130,38,-35,10.288,-0.514,0.6,0,9.454
130,38,-35,15.432,2.058,-0.65,2.058,8.755
130,38,-35,20.576,0.514,1.75,-0.514,16.258
130,38,-25,-18.004,-1.543,1.75,1.543,-1.917
130,38,-25,-15.432,1.029,0.6,-1.029,5.839
130,38,-25,-5.144,-1.029,-0.65,1.029,1.785
130,38,-25,0,2.058,1.75,-1.543,14.826
130,38,-25,10.288,0,1.75,0.514,8.645
130,38,-25,18.004,-2.058,0.6,-2.058,11.008
130,38,-25,20.576,0.514,-0.65,0,9.695
130,38,-15,-18.004,-1.029,1.75,2.058,-4.273
130,38,-15,-15.432,1.543,1.75,-0.514,4.968
130,38,-15,-5.144,-0.514,0.6,1.543,1.173
130,38,-15,0,2.058,-0.65,-1.029,7.401
130,38,-15,10.288,0.514,1.75,1.029,6.243
130,38,-15,18.004,-1.543,1.75,-1.543,10.057
130,38,-15,20.576,1.029,0.6,0.514,8.901
130,38,-5,-18.004,-1.029,-0.65,-2.058,-2.091
130,38,-5,-15.432,2.058,1.75,0,2.633
130,38,-5,-5.144,0,1.75,2.058,0.414
130,38,-5,5.144,-2.058,0.6,-0.514,0.912
130,38,-5,10.288,0.514,0.6,1.543,2.096
130,38,-5,18.004,-1.029,1.75,-1.029,7.506
130,38,-5,20.576,1.543,1.75,1.029,7.898
130,40,-85,-20.576,0,1.75,1.029,9.348
130,40,-85,-15.432,-2.058,0.6,-1.543,12.927
130,40,-85,-10.288,0.514,-0.65,0.514,13.671
130,40,-85,0,-1.029,1.75,-2.058,16.905
130,40,-85,15.432,-0.514,0.6,2.058,13.952
130,40,-75,-20.576,0.514,1.75,1.543,8.752
130,40,-75,-15.432,-1.543,1.75,-1.029,12.715
130,40,-75,-10.288,1.029,0.6,1.029,13.551
130,40,-75,0,-1.029,-0.65,-1.543,14.948
130,40,-75,5.144,2.058,1.75,0.514,18.754
130,40,-65,-20.576,0.514,0.6,2.058,6.962
130,40,-65,-15.432,-1.029,1.75,-0.514,11.922
130,40,-65,-10.288,1.543,1.75,1.543,13.084
130,40,-65,0,-0.514,0.6,-1.029,14.677
130,40,-65,5.144,2.058,0.6,1.029,15.382
130,40,-55,-20.576,1.029,0.6,-2.058,14.346
130,40,-55,-15.432,-1.029,0.6,0,9.843
130,40,-55,-10.288,1.543,-0.65,2.058,9.577
130,40,-55,0,0,1.75,-0.514,14.054
130,40,-55,10.288,-2.058,1.75,1.543,7.623
130,40,-55,20.576,-1.543,-0.65,1.029,12.573
130,40,-45,-20.576,1.543,1.75,-1.543,13.219
130,40,-45,-15.432,-0.514,1.75,0.514,8.66
130,40,-45,0,0,-0.65,0,9.062
130,40,-45,10.288,-1.543,1.75,2.058,6.001
130,40,-45,15.432,1.029,1.75,-0.514,17.97
130,40,-45,20.576,-1.029,0.6,1.543,11.587
130,40,-35,-20.576,1.543,-0.65,-1.029,5.743
130,40,-35,-15.432,0,1.75,1.029,6.063
130,40,-35,-5.144,-2.058,1.75,-1.543,9.72
130,40,-35,0,0.514,0.6,0.514,8.441
130,40,-35,10.288,-1.543,-0.65,-2.058,8.771
130,40,-35,15.432,1.543,1.75,0,14.272
130,40,-35,20.576,-0.514,1.75,2.058,10.593
130,40,-25,-20.576,2.058,0.6,-0.514,4.896
130,40,-25,-15.432,0,0.6,1.543,1.524
130,40,-25,-5.144,-1.543,1.75,-1.029,7.319
130,40,-25,0,1.029,1.75,1.029,7.665
130,40,-25,10.288,-1.029,0.6,-1.543,8.021
130,40,-25,15.432,1.543,0.6,0.514,9.491
130,40,-25,20.576,0,1.75,-2.058,16.879
130,40,-15,-18.004,-2.058,1.75,0,-0.588
130,40,-15,-15.432,0.514,1.75,2.058,0.57
130,40,-15,-5.144,-1.543,0.6,-0.514,3.133
130,40,-15,0,1.029,-0.65,1.543,2.254
130,40,-15,10.288,-0.514,1.75,-1.029,7.075
130,40,-15,15.432,2.058,1.75,1.029,8.506
130,40,-15,20.576,0,0.6,-1.543,11.22
130,40,-5,-18.004,-2.058,-0.65,0.514,-7.17
130,40,-5,-15.432,1.029,1.75,-2.058,6.098
130,40,-5,-5.144,-1.029,1.75,0,2.297
130,40,-5,0,1.543,0.6,2.058,1.589
130,40,-5,10.288,-0.514,-0.65,-0.514,1.618
130,40,-5,18.004,-2.058,1.75,1.543,-0.413
130,40,-5,20.576,0.514,1.75,-1.029,10.099
130,45,-85,-20.576,-1.029,0.6,-1.029,11.316
130,45,-85,-18.004,1.543,0.6,1.029,11.705
130,45,-85,-10.288,0,1.75,-1.543,17.7
130,45,-85,0,-2.058,1.75,0.514,12.636
130,45,-75,-20.576,-0.514,1.75,-0.514,10.988
130,45,-75,-18.004,2.058,1.75,1.543,11.392
130,45,-75,-10.288,0,0.6,-1.029,15.212
130,45,-75,0,-2.058,-0.65,1.029,10.154
130,45,-65,-20.576,-0.514,-0.65,0,9.466
130,45,-65,-15.432,-2.058,1.75,2.058,2.115
130,45,-65,-10.288,0.514,1.75,-0.514,14.714
130,45,-65,0,-1.543,0.6,1.543,9.741
130,45,-65,15.432,-0.514,1.75,1.029,17.312
130,45,-55,-20.576,0,0.6,0.514,8.123
130,45,-55,-15.432,-2.058,-0.65,-2.058,9.891
130,45,-55,-10.288,1.029,1.75,0,13.6
130,45,-55,0,-1.029,1.75,2.058,8.941
130,45,-55,5.144,1.543,0.6,-0.514,16.984
130,45,-55,15.432,-0.514,0.6,1.543,13.743
130,45,-45,-20.576,0.514,1.75,1.029,6.74
130,45,-45,-15.432,-1.543,0.6,-1.543,8.81
130,45,-45,-10.288,1.029,0.6,0.514,9.903
130,45,-45,0,-0.514,1.75,-2.058,14.082
130,45,-45,5.144,2.058,1.75,0,15.5
130,45,-45,15.432,0,1.75,2.058,12.581
130,45,-45,20.576,-2.058,0.6,-0.514,15.399
130,45,-35,-20.576,0.514,-0.65,1.543,0.941
130,45,-35,-15.432,-1.029,1.75,-1.029,7.674
130,45,-35,-10.288,1.543,1.75,1.029,8.822
130,45,-35,0,-0.514,0.6,-1.543,9.411
130,45,-35,5.144,2.058,-0.65,0.514,8.782
130,45,-35,20.576,-1.543,1.75,0,14.178
130,45,-25,-20.576,1.029,0.6,2.058,-0.135
130,45,-25,-15.432,-1.029,-0.65,-0.514,2.189
130,45,-25,-10.288,2.058,1.75,1.543,6.236
130,45,-25,0,0,1.75,-1.029,8.436
130,45,-25,10.288,-2.058,0.6,1.029,2.345
130,45,-25,15.432,0.514,-0.65,-1.543,10.752
130,45,-25,20.576,-1.029,1.75,0.514,11.513
130,45,-15,-20.576,1.543,1.75,-2.058,8.358
130,45,-15,-15.432,-0.514,0.6,0,1.174
130,45,-15,-10.288,2.058,0.6,2.058,2.293
130,45,-15,0,0.514,1.75,-0.514,5.976
130,45,-15,10.288,-1.543,1.75,1.543,1.277
130,45,-15,15.432,1.029,0.6,-1.029,9.699
130,45,-15,20.576,-1.029,0.6,1.029,6.353
130,45,-5,-20.576,2.058,1.75,-1.543,5.66
130,45,-5,-5.144,-2.058,0.6,-2.058,1.67
130,45,-5,0,0.514,0.6,0,1.915
130,45,-5,10.288,-1.543,-0.65,2.058,-5.539
130,45,-5,15.432,1.543,1.75,-0.514,8.408
130,45,-5,20.576,-0.514,1.75,1.543,5.068
130,50,-85,-20.576,-2.058,0.6,1.543,3.303
130,50,-85,-18.004,0.514,-0.65,-1.029,13.805
130,50,-85,-10.288,-1.029,1.75,1.029,12.841
130,50,-85,5.144,-0.514,0.6,0.514,16.448
130,50,-75,-20.576,-1.543,1.75,2.058,2.763
130,50,-75,-18.004,1.029,0.6,-0.514,13.615
130,50,-75,-10.288,-1.029,0.6,1.543,10.702
130,50,-75,5.144,0,1.75,1.029,16.431
130,50,-65,-20.576,-1.029,1.75,-2.058,12.027
130,50,-65,-18.004,1.543,1.75,0,13.003
130,50,-65,-10.288,-0.514,1.75,2.058,10.079
130,50,-65,5.144,0,-0.65,1.543,13.846
130,50,-55,-20.576,-1.029,0.6,-1.543,9.733
130,50,-55,-18.004,1.543,-0.65,0.514,8.873
130,50,-55,-10.288,0,1.75,-2.058,16.58
130,50,-55,0,-2.058,1.75,0,12.266
130,50,-55,5.144,0.514,0.6,2.058,12.838
130,50,-55,15.432,-1.543,-0.65,-0.514,14.925
130,50,-45,-20.576,-0.514,1.75,-1.029,8.3
130,50,-45,-18.004,2.058,0.6,1.029,7.602
130,50,-45,-10.288,0,-0.65,-1.543,10.36
130,50,-45,0,-1.543,1.75,0.514,10.566
130,50,-45,15.432,-1.029,0.6,0,13.834
130,50,-45,18.004,1.543,0.6,2.058,14.473
130,50,-35,-20.576,0,1.75,-0.514,5.555
130,50,-35,-15.432,-2.058,1.75,1.543,-0.12
130,50,-35,-10.288,0.514,0.6,-1.029,9.332
130,50,-35,0,-1.543,0.6,1.029,5.378
130,50,-35,5.144,1.543,1.75,-1.543,16.846
130,50,-35,15.432,-0.514,1.75,0.514,12.629
130,50,-25,-20.576,0,0.6,0,1.591
130,50,-25,-15.432,-2.058,-0.65,2.058,-7.176
130,50,-25,-10.288,1.029,1.75,-0.514,8.057
130,50,-25,0,-1.029,1.75,1.543,4.232
130,50,-25,5.144,1.543,0.6,-1.029,10.77
130,50,-25,15.432,-0.514,-0.65,1.029,6.418
130,50,-25,20.576,-2.058,1.75,-1.543,13.852
130,50,-15,-15.432,-1.543,0.6,-2.058,2.214
130,50,-15,-10.288,1.029,-0.65,0,2.196
130,50,-15,0,-0.514,1.75,2.058,1.828
130,50,-15,5.144,2.058,1.75,-0.514,9.469
130,50,-15,15.432,0,0.6,1.543,5.176
130,50,-15,20.576,-2.058,-0.65,-1.029,7.878
130,50,-5,-20.576,1.029,1.75,1.029,-2.415
130,50,-5,-15.432,-1.029,1.75,-1.543,0.853
130,50,-5,-10.288,1.543,0.6,0.514,0.982
130,50,-5,0,-0.514,-0.65,-2.058,1.794
130,50,-5,10.288,-2.058,1.75,0,1.955
130,50,-5,15.432,0.514,1.75,2.058,3.768
130,50,-5,20.576,-1.543,0.6,-0.514,6.454
130,55,-85,-18.004,-0.514,-0.65,1.543,9.402
130,55,-85,-10.288,-2.058,1.75,-1.029,15.642
130,55,-85,-5.144,0.514,1.75,1.029,17.349
130,55,-75,-18.004,0,0.6,2.058,9.044
130,55,-75,-10.288,-2.058,-0.65,-0.514,13.471
130,55,-75,-5.144,1.029,1.75,1.543,16.446
130,55,-65,-20.576,-2.058,1.75,0.514,6.588
130,55,-65,-18.004,0.514,1.75,-2.058,17.274
130,55,-65,-10.288,-1.543,0.6,0,12.987
130,55,-65,-5.144,1.029,0.6,2.058,14.366
130,55,-65,5.144,-0.514,1.75,-0.514,16.953
130,55,-55,-20.576,-2.058,0.6,1.029,3.257
130,55,-55,-18.004,1.029,1.75,-1.543,15.202
130,55,-55,-10.288,-1.029,1.75,0.514,12.029
130,55,-55,5.144,-0.514,0.6,0,14.396
130,55,-55,10.288,2.058,-0.65,2.058,13.563
130,55,-45,-20.576,-1.543,1.75,1.543,1.698
130,55,-45,-18.004,1.029,0.6,-1.029,10.531
130,55,-45,-10.288,-1.029,-0.65,1.029,6.434
130,55,-45,5.144,0,1.75,0.514,13.183
130,55,-45,15.432,-2.058,0.6,-2.058,15.633
130,55,-45,18.004,0.514,-0.65,0,14.404
130,55,-35,-20.576,-1.029,1.75,2.058,-0.888
130,55,-35,-18.004,1.543,1.75,-0.514,9.08
130,55,-35,-10.288,-0.514,0.6,1.543,5.182
130,55,-35,-5.144,2.058,-0.65,-1.029,12.979
130,55,-35,5.144,0.514,1.75,1.029,10.602
130,55,-35,15.432,-1.543,1.75,-1.543,14.124
130,55,-35,18.004,1.029,0.6,0.514,13.209
130,55,-25,-20.576,-1.029,-0.65,-2.058,2.043
130,55,-25,-18.004,2.058,1.75,0,6.262
130,55,-25,-10.288,0,1.75,2.058,3.729
130,55,-25,0,-2.058,0.6,-0.514,5.434
130,55,-25,5.144,0.514,0.6,1.543,6.312
130,55,-25,15.432,-1.029,1.75,-1.029,11.348
130,55,-25,18.004,1.543,1.75,1.029,11.712
130,55,-15,-20.576,-0.514,0.6,-1.543,0.577
130,55,-15,-18.004,2.058,0.6,0.514,1.479
130,55,-15,-10.288,0.514,1.75,-2.058,8.166
130,55,-15,0,-1.543,1.75,0,4.038
130,55,-15,5.144,1.029,1.75,2.058,4.862
130,55,-15,15.432,-1.029,0.6,-0.514,7.157
130,55,-15,18.004,1.543,-0.65,1.543,6.268
130,55,-5,-20.576,0,1.75,-1.029,-1.044
130,55,-5,-15.432,-2.058,1.75,1.029,-5.326
130,55,-5,-10.288,0.514,0.6,-1.543,3.067
130,55,-5,0,-1.543,-0.65,0.514,-1.533
130,55,-5,5.144,1.543,1.75,-2.058,10.532
130,55,-5,15.432,-0.514,1.75,0,5.462
130,55,-5,18.004,2.058,0.6,2.058,4.717
130,60,-85,-18.004,-1.029,1.75,-0.514,13.389
130,60,-85,-15.432,1.543,1.75,1.543,13.759
130,60,-85,-5.144,-0.514,0.6,-1.029,18.083
130,60,-75,-18.004,-1.029,0.6,0,11.942
130,60,-75,-15.432,1.543,-0.65,2.058,12.237
130,60,-75,-5.144,0,1.75,-0.514,18.306
130,60,-75,5.144,-2.058,1.75,1.543,9.747
130,60,-75,18.004,-1.543,-0.65,1.029,16.192
130,60,-65,-18.004,-0.514,1.75,0.514,11.204
130,60,-65,-5.144,0,-0.65,0,14.971
130,60,-65,5.144,-1.543,1.75,2.058,8.855
130,60,-65,18.004,-1.029,0.6,1.543,15.496
130,60,-55,-18.004,0,1.75,1.029,9.727
130,60,-55,-10.288,-2.058,1.75,-1.543,13.786
130,60,-55,-5.144,0.514,0.6,0.514,13.914
130,60,-55,5.144,-1.543,-0.65,-2.058,13.729
130,60,-55,18.004,-0.514,1.75,2.058,14.354
130,60,-45,-18.004,0,0.6,1.543,5.781
130,60,-45,-10.288,-1.543,1.75,-1.029,11.864
130,60,-45,-5.144,1.029,1.75,1.029,12.612
130,60,-45,5.144,-1.029,0.6,-1.543,12.583
130,60,-45,10.288,1.543,0.6,0.514,13.64
130,60,-35,-20.576,-2.058,1.75,0,2.906
130,60,-35,-18.004,0.514,1.75,2.058,4.152
130,60,-35,-10.288,-1.543,0.6,-0.514,7.607
130,60,-35,-5.144,1.029,-0.65,1.543,7.499
130,60,-35,5.144,-0.514,1.75,-1.029,11.178
130,60,-35,10.288,2.058,1.75,1.029,12.227
130,60,-35,18.004,0,0.6,-1.543,15.606
130,60,-25,-20.576,-2.058,-0.65,0.514,-2.835
130,60,-25,-18.004,1.029,1.75,-2.058,10.106
130,60,-25,-10.288,-1.029,1.75,0,5.97
130,60,-25,-5.144,1.543,0.6,2.058,6.044
130,60,-25,5.144,-0.514,-0.65,-0.514,6.103
130,60,-25,15.432,-2.058,1.75,1.543,3.111
130,60,-25,18.004,0.514,1.75,-1.029,13.79
130,60,-15,-20.576,-1.543,0.6,1.029,-4.624
130,60,-15,-18.004,1.029,-0.65,-1.543,3.541
130,60,-15,-10.288,-0.514,1.75,0.514,3.26
130,60,-15,-5.144,2.058,1.75,-2.058,14.601
130,60,-15,5.144,0,0.6,0,4.568
130,60,-15,15.432,-2.058,0.6,2.058,-2.486
130,60,-15,18.004,1.029,1.75,-0.514,10.846
130,60,-5,-20.576,-1.029,1.75,1.543,-6.592
130,60,-5,-18.004,1.543,0.6,-1.029,1.825
130,60,-5,-10.288,-0.514,0.6,1.029,-0.971
130,60,-5,0,-2.058,1.75,-1.543,2.514
130,60,-5,5.144,0.514,1.75,0.514,2.874
130,60,-5,15.432,-1.543,0.6,-2.058,5.451
130,60,-5,18.004,1.029,0.6,0,6.106
145,20,-85,-18.004,-2.058,1.75,2.058,-0.209
145,20,-85,-15.432,0.514,1.75,-0.514,11.548
145,20,-85,-5.144,-1.543,0.6,1.543,7.803
145,20,-85,0,1.029,-0.65,-1.029,15.678
145,20,-85,10.288,-0.514,1.75,1.029,13.388
145,20,-75,-18.004,-2.058,-0.65,-2.058,10.149
145,20,-75,-15.432,1.029,1.75,0,11.18
145,20,-75,-5.144,-1.029,1.75,2.058,7.635
145,20,-75,0,1.543,0.6,-0.514,15.71
145,20,-75,10.288,-0.514,0.6,1.543,11.962
145,20,-65,-18.004,-1.543,0.6,-1.543,9.739
145,20,-65,-15.432,1.029,0.6,0.514,10.084
145,20,-65,-5.144,-0.514,1.75,-2.058,14.278
145,20,-65,0,2.058,1.75,0,15.499
145,20,-65,10.288,0,1.75,2.058,11.648
145,20,-65,18.004,-2.058,0.6,-0.514,15.955
145,20,-65,20.576,0.514,-0.65,1.543,17.099
145,20,-55,-18.004,-1.029,1.75,-1.029,9.122
145,20,-55,-15.432,1.543,1.75,1.029,9.478
145,20,-55,-5.144,-0.514,0.6,-1.543,12.41
145,20,-55,0,2.058,-0.65,0.514,11.066
145,20,-55,18.004,-1.543,1.75,0,15.252
145,20,-55,20.576,1.029,0.6,2.058,15.623
145,20,-45,-18.004,-1.029,-0.65,-0.514,3.46
145,20,-45,-15.432,2.058,1.75,1.543,8.084
145,20,-45,-5.144,0,1.75,-1.029,11.819
145,20,-45,5.144,-2.058,0.6,1.029,4.46
145,20,-45,10.288,0.514,-0.65,-1.543,11.187
145,20,-45,18.004,-1.029,1.75,0.514,13.819
145,20,-35,-18.004,-0.514,0.6,0,3.274
145,20,-35,-15.432,2.058,0.6,2.058,3.621
145,20,-35,-5.144,0.514,1.75,-0.514,9.602
145,20,-35,5.144,-1.543,1.75,1.543,4.269
145,20,-35,10.288,1.029,0.6,-1.029,11.125
145,20,-35,18.004,-1.029,0.6,1.029,8.432
145,20,-25,-18.004,0,1.75,0.514,3.1
145,20,-25,-10.288,-2.058,0.6,-2.058,4.513
145,20,-25,-5.144,0.514,0.6,0,5.136
145,20,-25,5.144,-1.543,-0.65,2.058,-3.248
145,20,-25,10.288,1.543,1.75,-0.514,11.051
145,20,-25,18.004,-0.514,1.75,1.543,8.281
145,20,-25,20.576,2.058,0.6,-1.029,16.561
145,20,-15,-18.004,0,-0.65,1.029,-3.13
145,20,-15,-10.288,-1.543,1.75,-1.543,4.537
145,20,-15,-5.144,1.029,1.75,0.514,5.198
145,20,-15,5.144,-1.029,0.6,-2.058,4.672
145,20,-15,10.288,1.543,-0.65,0,3.913
145,20,-15,18.004,0,1.75,2.058,6.196
145,20,-5,-20.576,-2.058,1.75,-0.514,-2.096
145,20,-5,-18.004,0.514,0.6,1.543,-3.05
145,20,-5,-10.288,-1.543,-0.65,-1.029,-1.295
145,20,-5,-5.144,1.543,1.75,1.029,3.369
145,20,-5,5.144,-0.514,1.75,-1.543,4.741
145,20,-5,10.288,2.058,0.6,0.514,4.12
145,20,-5,18.004,0,-0.65,-2.058,6.641
145,25,-85,-20.576,1.543,1.75,0,10.951
145,25,-85,-15.432,-0.514,1.75,2.058,7.411
145,25,-85,-10.288,2.058,0.6,-0.514,18.261
145,25,-85,0,0,-0.65,1.543,13.038
145,25,-85,10.288,-1.543,1.75,-1.029,16.585
145,25,-75,-20.576,1.543,-0.65,0.514,9.437
145,25,-75,-15.432,0,1.75,-2.058,14.687
145,25,-75,-5.144,-2.058,1.75,0,11.938
145,25,-75,0,0.514,0.6,2.058,13.018
145,25,-75,10.288,-1.543,-0.65,-0.514,14.922
145,25,-75,15.432,1.543,1.75,1.543,18.002
145,25,-65,-20.576,2.058,0.6,1.029,8.898
145,25,-65,-15.432,0,-0.65,-1.543,12.715
145,25,-65,-5.144,-1.543,1.75,0.514,11.432
145,25,-65,10.288,-1.029,0.6,0,14.608
145,25,-65,15.432,1.543,0.6,2.058,16.159
145,25,-55,-18.004,-2.058,1.75,1.543,1.877
145,25,-55,-15.432,0.514,0.6,-1.029,11.649
145,25,-55,-5.144,-1.543,0.6,1.029,8.804
145,25,-55,10.288,-0.514,1.75,0.514,14.041
145,25,-45,-18.004,-2.058,-0.65,2.058,-5.38
145,25,-45,-15.432,1.029,1.75,-0.514,10.782
145,25,-45,-5.144,-1.029,1.75,1.543,7.999
145,25,-45,0,1.543,0.6,-1.029,13.767
145,25,-45,10.288,-0.514,-0.65,1.029,7.751
145,25,-45,18.004,-2.058,1.75,-1.543,17.427
145,25,-45,20.576,0.514,1.75,0.514,18.615
145,25,-35,-18.004,-1.543,0.6,-2.058,4.963
145,25,-35,-15.432,1.029,-0.65,0,3.541
145,25,-35,-5.144,-0.514,1.75,2.058,5.604
145,25,-35,0,2.058,1.75,-0.514,13.481
145,25,-35,10.288,0,0.6,1.543,7.504
145,25,-35,18.004,-2.058,-0.65,-1.029,9.57
145,25,-35,20.576,1.029,1.75,1.029,14.495
145,25,-25,-18.004,-1.029,1.75,-1.543,4.593
145,25,-25,-15.432,1.543,0.6,0.514,3.346
145,25,-25,-5.144,-0.514,-0.65,-2.058,4.861
145,25,-25,5.144,-2.058,1.75,0,5.719
145,25,-25,10.288,0.514,1.75,2.058,7.225
145,25,-25,18.004,-1.543,0.6,-0.514,9.364
145,25,-25,20.576,1.029,0.6,1.543,10.039
145,25,-15,-18.004,-0.514,1.75,-1.029,2.427
145,25,-15,-15.432,2.058,1.75,1.029,3.033
145,25,-15,-5.144,0,0.6,-1.543,4.875
145,25,-15,5.144,-2.058,0.6,0.514,0.634
145,25,-15,10.288,1.029,1.75,-2.058,12.719
145,25,-15,18.004,-1.029,1.75,0,9.011
145,25,-15,20.576,1.543,1.75,2.058,9.68
145,25,-5,-18.004,-0.514,0.6,-0.514,-1.58
145,25,-5,-15.432,2.058,-0.65,1.543,-3.192
145,25,-5,-5.144,0.514,1.75,-1.029,4.72
145,25,-5,5.144,-1.543,1.75,1.029,0.481
145,25,-5,10.288,1.029,0.6,-1.543,6.982
145,25,-5,18.004,-1.029,-0.65,0.514,2.171
145,30,-85,-20.576,0.514,1.75,-2.058,15.316
145,30,-85,-15.432,-1.543,0.6,0,11.4
145,30,-85,-10.288,1.029,0.6,2.058,13.136
145,30,-85,0,-0.514,1.75,-0.514,16.013
145,30,-85,5.144,2.058,1.75,1.543,16.48
145,30,-85,20.576,-2.058,0.6,1.029,14.966
145,30,-75,-20.576,1.029,1.75,-1.543,14.75
145,30,-75,-15.432,-1.029,1.75,0.514,11.147
145,30,-75,0,-0.514,0.6,0,15.158
145,30,-75,5.144,2.058,-0.65,2.058,15.122
145,30,-75,20.576,-1.543,1.75,1.543,14.729
145,30,-65,-20.576,1.029,0.6,-1.029,12.49
145,30,-65,-15.432,-1.029,-0.65,1.029,9.071
145,30,-65,0,0,1.75,0.514,14.867
145,30,-65,10.288,-2.058,0.6,-2.058,17.322
145,30,-65,20.576,-1.029,1.75,2.058,13.967
145,30,-55,-20.576,1.543,1.75,-0.514,11.693
145,30,-55,-15.432,-0.514,0.6,1.543,7.819
145,30,-55,-10.288,2.058,-0.65,-1.029,15.697
145,30,-55,0,0.514,1.75,1.029,14.088
145,30,-55,10.288,-1.543,1.75,-1.543,16.235
145,30,-55,15.432,1.029,0.6,0.514,16.928
145,30,-45,-20.576,2.058,1.75,0,9.988
145,30,-45,-15.432,0,1.75,2.058,6.736
145,30,-45,-5.144,-2.058,0.6,-0.514,9.315
145,30,-45,0,0.514,0.6,1.543,10.275
145,30,-45,10.288,-1.029,1.75,-1.029,14.36
145,30,-45,15.432,1.543,1.75,1.029,15.591
145,30,-35,-20.576,2.058,0.6,0.514,4.397
145,30,-35,-15.432,0.514,1.75,-2.058,11.848
145,30,-35,-5.144,-1.543,1.75,0,8.749
145,30,-35,0,1.029,1.75,2.058,9.759
145,30,-35,10.288,-1.029,0.6,-0.514,9.753
145,30,-35,15.432,1.543,-0.65,1.543,8.743
145,30,-35,20.576,0,1.75,-1.029,17.47
145,30,-25,-18.004,-2.058,1.75,1.029,-1.191
145,30,-25,-15.432,0.514,0.6,-1.543,6.151
145,30,-25,-5.144,-1.543,-0.65,0.514,1.67
145,30,-25,0,1.543,1.75,-2.058,15.297
145,30,-25,10.288,-0.514,1.75,0,9.227
145,30,-25,15.432,2.058,0.6,2.058,8.366
145,30,-25,20.576,0,-0.65,-0.514,9.714
145,30,-15,-18.004,-1.543,1.75,1.543,-3.526
145,30,-15,-15.432,1.029,1.75,-1.029,5.604
145,30,-15,-5.144,-1.029,0.6,1.029,1.393
145,30,-15,0,1.543,-0.65,-1.543,7.171
145,30,-15,10.288,0,1.75,0.514,6.816
145,30,-15,18.004,-2.058,1.75,-2.058,10.735
145,30,-15,20.576,0.514,0.6,0,9.267
145,30,-5,-18.004,-1.543,0.6,2.058,-9.658
145,30,-5,-15.432,1.543,1.75,-0.514,3.276
145,30,-5,-5.144,-0.514,1.75,1.543,0.962
145,30,-5,0,2.058,0.6,-1.029,6.948
